"Date","Variable","mean","median","q1","q3","Stratification","Group","Organisation"
2025-07-31,"% Weight Change from Prewar Value",-23.372641509434,-23.372641509434,-26.3089622641509,-20.436320754717,"agegroup","Over 45 years","Save the Children International"
2025-07-30,"Weight (kg)",68.6,68.6,65.4,71.8,"governorate","Gaza City","Save the Children International"
2025-07-30,"BMI",24.681149467711,24.681149467711,24.0459456548536,25.3163532805683,"governorate","Gaza City","Save the Children International"
2025-07-30,"% Weight Change from First Measurement",0,0,0,0,"governorate","Gaza City","Save the Children International"
2025-07-30,"% Weight Change from Prewar Value",-21.607427124925,-21.607427124925,-25.4263550718964,-17.7884991779535,"governorate","Gaza City","Save the Children International"
2025-07-30,"Weight (kg)",65.475,66.75,63.8,68.425,"governorate","Deir Al Balah","Save the Children International"
2025-07-30,"BMI",21.8850316433655,21.7423897406928,19.3681217300169,24.2592996540413,"governorate","Deir Al Balah","Save the Children International"
2025-07-30,"% Weight Change from First Measurement",0,0,0,0,"governorate","Deir Al Balah","Save the Children International"
2025-07-30,"% Weight Change from Prewar Value",-15.9761135438734,-15.4165795161403,-19.1680194805195,-12.2246735794942,"governorate","Deir Al Balah","Save the Children International"
2025-07-31,"Weight (kg)",74.4,74.4,74.4,74.4,"governorate","North Gaza","Save the Children International"
2025-07-31,"BMI",24.8588325704167,24.8588325704167,24.8588325704167,24.8588325704167,"governorate","North Gaza","Save the Children International"
2025-07-31,"% Weight Change from First Measurement",0,0,0,0,"governorate","North Gaza","Save the Children International"
2025-07-31,"% Weight Change from Prewar Value",-22.0942408376963,-22.0942408376963,-22.0942408376963,-22.0942408376963,"governorate","North Gaza","Save the Children International"
2025-07-31,"Weight (kg)",75,75,75,75,"governorate","Gaza City","Save the Children International"
2025-07-31,"BMI",25.9515570934256,25.9515570934256,25.9515570934256,25.9515570934256,"governorate","Gaza City","Save the Children International"
2025-07-31,"% Weight Change from First Measurement",0,0,0,0,"governorate","Gaza City","Save the Children International"
2025-07-31,"% Weight Change from Prewar Value",-29.2452830188679,-29.2452830188679,-29.2452830188679,-29.2452830188679,"governorate","Gaza City","Save the Children International"
2025-07-31,"Weight (kg)",74.55,73.65,67.175,81.025,"governorate","Deir Al Balah","Save the Children International"
2025-07-31,"BMI",25.8445802616237,26.7103394903402,22.7379652137863,29.8169545381775,"governorate","Deir Al Balah","Save the Children International"
2025-07-31,"% Weight Change from First Measurement",0.181686046511628,0,0,0.181686046511628,"governorate","Deir Al Balah","Save the Children International"
2025-07-31,"% Weight Change from Prewar Value",-18.5246019001426,-17.6973684210526,-18.9188881294144,-17.3030821917808,"governorate","Deir Al Balah","Save the Children International"
2025-07-30,"Weight (kg)",62.2,62.2,62.2,62.2,"role","expatriate","Save the Children International"
2025-07-30,"BMI",23.4107418419963,23.4107418419963,23.4107418419963,23.4107418419963,"role","expatriate","Save the Children International"
2025-07-30,"% Weight Change from First Measurement",0,0,0,0,"role","expatriate","Save the Children International"
2025-07-30,"% Weight Change from Prewar Value",-13.969571230982,-13.969571230982,-13.969571230982,-13.969571230982,"role","expatriate","Save the Children International"
2025-07-30,"Weight (kg)",69.325,68.55,67.525,70.35,"role","national staff member","Save the Children International"
2025-07-30,"BMI",23.9719284781585,24.7400820931031,22.6354984167367,26.076512154525,"role","national staff member","Save the Children International"
2025-07-30,"% Weight Change from First Measurement",0,0,0,0,"role","national staff member","Save the Children International"
2025-07-30,"% Weight Change from Prewar Value",-20.1029540643297,-20.2408008658009,-24.1010934819897,-16.2426614481409,"role","national staff member","Save the Children International"
2025-07-30,"Weight (kg)",59.6,59.6,59.6,59.6,"role","consultant or contractor","Save the Children International"
2025-07-30,"BMI",17.6039697542533,17.6039697542533,17.6039697542533,17.6039697542533,"role","consultant or contractor","Save the Children International"
2025-07-30,"% Weight Change from First Measurement",0,0,0,0,"role","consultant or contractor","Save the Children International"
2025-07-30,"% Weight Change from Prewar Value",-12.7379209370425,-12.7379209370425,-12.7379209370425,-12.7379209370425,"role","consultant or contractor","Save the Children International"
2025-07-31,"Weight (kg)",74.6,74.7,70.575,77.25,"role","national staff member","Save the Children International"
2025-07-31,"BMI",25.6981184517228,25.4051948319211,23.9894080502681,28.7786986012028,"role","national staff member","Save the Children International"
2025-07-31,"% Weight Change from First Measurement",0.121124031007752,0,0,0,"role","national staff member","Save the Children International"
2025-07-31,"% Weight Change from Prewar Value",-20.9063219095225,-19.9430394167236,-22.0685161261077,-17.5986842105263,"role","national staff member","Save the Children International"
